city,count,county,lat,lon,province,staID,staName,type
安顺,1070,西秀区,26.2564,105.9439,贵州,3124A,金钟山(启用171013),B
眉山,1068,东坡区,30.0744,103.8578,四川,3137A,市委党校(启用180110),B
扬州,1076,广陵区,32.3942,119.4686,江苏,3164A,广陵建设局(启用180626),B
焦作,1080,山阳区,35.2071,113.2725,河南,3169A,太极体育中心(启用180720),B
迪庆州,1078,香格里拉市,27.8094,99.7136,云南,3180A,质量技术监督局(20180930启用),B
巴中,1064,巴州区,31.8545,106.7656,四川,3182A,丽阳花园(启用181029),B
衡水,1080,桃城区,37.7217,115.6683,河北,3188A,市城管局(20181124启用),B
阿里地区,1078,噶尔县,32.5028,80.0903,西藏,3192A,阿里地区藏医院(20181130启用),B
荆州,1078,开发区,30.3122,112.2747,湖北,3194A,管委会,B
新余,1080,渝水区,27.807,114.9149,江西,3206A,新钢沁园村(20190301启用),B
兰州,1080,榆中县,35.998,103.9611,甘肃,3242A,和平(新增200315),B
嘉峪关,1077,市区,39.7724,98.2643,甘肃,3248A,雄关区(新增191225),B
大同,1080,平城区,40.0597,113.3397,山西,3282A,大同市卫生学校(145),B
深圳,1080,福田区,22.559,114.0731,广东,3305A,莲花(新增191224),B
珠海,1080,金湾区,22.0569,113.3494,广东,3308A,金湾(新增191225),B
肇庆,1080,高要区,23.0166,112.4575,广东,3313A,高要湖西(新增191223),B
沧州,1068,运河区,38.3004,116.8136,河北,3324A,河北水利电力学院(新增191226),B
亳州,1068,谯城区,33.8034,115.7633,安徽,3332A,亳州学院(新增191231),B
池州,1080,贵池区,30.6243,117.5038,安徽,3334A,第十二中学(新增200413),B
许昌,1080,东城区,34.0442,113.8614,河南,3337A,许昌学院(145),B
洛阳,1080,伊滨区,34.6326,112.6005,河南,3340A,伊滨(145),B
成都,1080,金牛区,30.6931,104.0106,四川,3357A,金博路(新增191230),B
甘南州,1080,合作市,34.9617,102.8914,甘肃,3380A,甘肃民族师范学院(新增200422),B
黄冈,1079,黄州区,30.4445,114.9136,湖北,3398A,市林业局,B
上饶,1080,广丰区,28.4401,118.1953,江西,3413A,广丰区教体局(新增191231),B
常州,1080,金坛区,31.7245,119.5826,江苏,3430A,金坛城区(新增200331),B
泰州,1080,医药高新区,32.4322,119.9192,江苏,3435A,周山河街区(145),B
阳江,1080,阳东区,21.8749,112.0125,广东,3453A,阳东陶然(新增191228),B
清远,1080,清城区,23.7198,113.076,广东,3455A,清城东城(新增191230),B
石家庄,1078,鹿泉区,38.0906,114.289,河北,3456A,鹿泉一中(145),B
芜湖,1080,弋江区,31.2326,118.2746,安徽,3466A,扬子职业技术学院(145),B
伊春,1080,伊美区,47.6417,129.1368,黑龙江,3480A,美溪镇(新增200316),B
重庆,1080,黔江区,29.5368,108.7661,重庆,3483A,西山(新增200109),B
绵阳,1080,安州区,31.5343,104.5648,四川,3492A,安州区旅游局(新增191231),B
济南,1080,济阳区,36.9782,117.1673,山东,3494A,济阳区政府(145),B
威海,1080,临港区,37.3414,122.1379,山东,3505A,临港区管委会(新增200107),B
固原,1080,原州区,35.9959,106.2177,宁夏,3522A,原州区十五小(145),B
银川,1080,兴庆区,38.3856,106.5105,宁夏,3523A,滨河新区(新增200112),B
咸阳,1080,秦都区,34.4078,108.6396,陕西,3525A,奥体中心(新增200102),B
厦门,1074,同安区,24.7245,118.1493,福建,3528A,同安二实小(新增200318),B
漳州,1070,芗城区,24.5314,117.6296,福建,3530A,西洋坪路(新增200103),B
玉林,1080,玉州区,22.6831,110.1945,广西,3532A,玉林师范学院东校区(新增200120),B
来宾,1080,兴宾区,23.7297,109.1781,广西,3535A,兴宾区政府(新增191226),B
毕节,1080,七星关区,27.3533,105.3631,贵州,3537A,长征村(新增191230),B
三亚,1080,海棠区,18.3443,109.7348,海南,3540A,君悦子站(新增200108),B
儋州,1080,儋州市,19.5187,109.5567,海南,3542A,东坡学校子站(新增200426),B
恩施州,1080,恩施市,30.3772,109.5061,湖北,3549A,龙凤新区,B
长治,1080,潞城区,36.3489,113.235,山西,3570A,潞城四中(145),B
邯郸,1080,峰峰矿区,36.4229,114.2401,河北,3580A,峰峰临水派出所,B
保定,1079,满城区,38.9434,115.3228,河北,3581A,满城区生态环境分局,B
雄安新区,1080,容城县,39.0645,115.8665,河北,3585A,河北容城中学(145),B
和田地区,1080,和田市,37.0877,79.924,新疆,3614A,地区环保局,B
广元,1080,利州区,32.4166,105.8047,四川,3617A,经开区(并行145),B
汕头,1080,潮南区,23.2533,116.4069,广东,3624A,潮南子站(并行145),B
东莞,1080,市区,23.0457,113.7875,广东,3627A,东城主山(并行145),B
云浮,1080,云城区,22.9374,112.0336,广东,3628A,文笔(并行145),B
西宁,1080,城西区,36.6397,101.7413,青海,3630A,师大城西校区(并行145),B
东营,1080,东营区,37.4623,118.4978,山东,3646A,胜利站(并行145),B
中卫,1080,沙坡头区,37.5162,105.1698,宁夏,3650A,沙坡头区政府(并行145),B
铜川,1077,耀州区,34.8732,108.9543,陕西,3651A,旺旺集团(并行145),B
绍兴,1080,越城区,30.0764,120.6153,浙江,3658A,袍江中学(并行145),B
大兴安岭地区,1079,加格达奇区,50.4278,124.1164,黑龙江,3663A,红旗社区(启用191231),B
运城,1071,盐湖区,35.0547,111.0283,山西,3667A,水利职院(并行145),B
德宏州,1080,芒市,24.4368,98.5881,云南,3677A,芒市人民政府综合楼(启用200103),B
七台河,1058,新兴区,45.8222,130.8781,黑龙江,3684A,新建矿广场(启用200107),B
南昌,1078,青山湖区,28.7031,115.9721,江西,3690A,外国语学校(启用200108),B
宿州,1080,埇桥区,33.6252,116.9648,安徽,3701A,皖北煤电集团(启用200114),B
通辽,1080,科尔沁区,43.6189,122.2922,内蒙古,3708A,东方明珠社区(启用200221),B
蚌埠,1080,禹会区,32.9314,117.3092,安徽,3715A,蚌埠田家炳中学(启用200430),B
临沂,1080,罗庄区,35.03,118.392,山东,3860A,皇山花园小区(启用211119),B
潍坊,1080,寒亭区,36.7699,119.2041,山东,3861A,寒亭区实验一小,B
